PROD_ID,PROMO_ID,UNIT_COST,UNIT_PRICE
113,999,20.39,27.13
113,999,19.84,23.78
113,999,20.39,27.51
113,999,19.84,23.78
113,999,20.5,23.45
113,999,20.5,23.78
113,999,20.26,23.45
113,999,21.21,23.45
113,999,20.93,23.78
113,999,21.21,23.78
113,999,20.93,23.78
113,999,20.82,27.13
113,999,19.63,23.78
113,999,20.17,27.51
113,999,20.17,27.51
114,999,17.05,22.41
114,999,16.95,19.37
114,999,17.15,19.37
114,999,16.39,19.64
114,999,17.19,22.72
114,999,16.95,22.49
114,999,16.2,19.37
115,999,7.75,9.17
115,999,7.75,9.17
115,999,7.75,9.17
115,999,8.02,9.3
115,999,8.19,9.17
115,999,8.29,9.3
115,999,8.29,9.3
115,999,8.29,9.17
115,999,7.67,9.3
115,999,7.67,9.17
115,999,7.67,9.17
115,999,7.88,10.61
115,999,7.67,9.3
116,999,10.77,14.35
116,999,10.35,12.4
116,999,10.35,12.23
116,999,10.7,12.4
116,999,10.77,14.35
116,999,10.35,12.4
116,999,10.77,14.21
116,999,10.57,12.4
116,999,11.06,12.4
116,999,10.85,14.35
116,999,10.85,14.15
116,999,10.57,12.4
116,999,10.57,12.4
116,999,10.57,12.4
116,999,10.85,14.35
116,999,10.9,12.27
116,999,10.58,12.23
116,999,10.65,14.35
116,999,10.52,14.15
117,999,7.75,9.3
117,999,8.12,9.17
117,999,8.02,9.17
117,999,8.19,9.17
117,999,8.29,9.3
117,999,7.88,10.76
117,999,8.03,9.3
117,999,8.03,9.3
117,999,8.03,9.3
117,999,8.03,9.17
117,999,7.67,9.17
118,999,6.9,8.15
118,999,7.12,8.26
118,999,439.16,546.4
118,999,6.9,8.15
118,999,453.95,546.4
118,999,7.37,8.26
118,999,7.37,8.18
118,999,7.04,8.26
118,999,7.37,8.26
118,999,7.37,8.26
118,999,7.28,8.15
118,999,7.04,8.26
118,999,434.33,546.4
118,999,7.04,8.15
118,999,7.04,8.15
118,999,6.83,8.15
118,999,441.02,544.49
118,999,7.04,8.15
118,999,6.83,8.15
119,999,6.24,7.23
119,999,6.44,7.23
119,999,6.15,7.23
119,999,6.34,8.37
119,999,6.15,7.23
119,999,6.41,8.37
119,999,6.34,8.25
119,999,6.15,7.13
119,999,6.07,7.15
119,999,6.21,8.25
119,999,6.13,8.37
119,999,6.21,8.37
119,999,6.16,7.13
119,999,5.96,7.23
119,999,6.13,8.25
120,999,6.28,9
120,999,6.21,9
120,999,6.28,9
120,999,6.34,9
120,999,6.13,9
120,999,6.21,8.88
123,999,44.89,64.38
123,999,45.83,64.38
123,999,44.4,63.49
123,999,44.62,63.71
125,999,14.17,16.84
125,999,14.36,16.61
125,999,14.45,16.36
125,999,14.08,16.59
125,999,14.47,16.84
125,999,14.76,16.36
125,999,15.02,16.42
125,999,14.28,16.61
125,999,14.2,16.61
125,999,14.2,16.61
125,999,13.64,16.59
125,999,13.83,16.61
125,999,14.2,16.61
126,999,25.02,30.08
126,999,25.02,30.08
126,999,25.34,30.12
126,999,25.85,29.66
126,999,26.74,30.08
126,999,26.59,30.54
126,999,25.55,30.08
126,999,26.74,29.66
126,999,25.55,29.66
126,999,26.59,30.54
126,999,25.75,30.54
126,999,25.41,30.12
126,999,25.75,30.12
126,999,25.75,30.54
127,999,31.92,38.67
127,999,33.41,38.14
127,999,33.41,38.14
127,999,969.01,1264.99
127,999,32.59,38.14
127,999,1014.5,1282.7
127,999,33.06,38.29
127,999,31.57,38.67
127,999,33.05,38.67
127,999,938.63,1282.7
127,999,32.44,50.68
127,999,32.44,50.68
128,999,24.15,28.86
128,999,24.82,38.89
128,999,25.82,28.86
128,999,25.34,38.35
128,999,23.89,28.86
128,999,24.55,38.89
128,999,25,38.48
129,999,166.51,198.97
129,999,175.23,199.67
129,999,177.99,201.76
129,999,170.01,201.76
129,999,170.22,201.76
130,999,77.65,94.08
130,999,77.65,92.78
130,999,79.04,93.1
130,999,79.04,93.1
130,999,79.37,94.08
130,999,76.79,94.08
131,999,16.83,26.38
131,999,17.19,26.02
131,999,17.5,26.11
131,999,17.16,26.11
132,999,22.19,34.24
133,999,27.18,42.46
140,999,27.5,41.09
146,999,10.77,16.66
146,999,10.7,16.49
148,999,19,29.16
148,999,19,28.76
148,999,18.75,28.86
14,999,882.04,1108.99
14,999,893.36,1108.99
14,999,893.36,1124.52
14,999,882.04,1124.52
24,999,40.32,49.34
25,999,100.35,125.98
25,999,100.35,127.74
28,999,181.03,216.38
34,999,35.91,46.23
37,999,50.72,59.08
129,999,172.12,201.76
132,999,21.9,34.72
13,999,808.21,1205.99
14,999,862.8,1124.52
15,999,905.19,999.99
15,999,893.36,999.99
15,999,853.31,1013.99
17,999,987.82,1516.93
19,999,49.64,61.22
21,999,827.6,1056.68
22,999,22.29,26.19
22,999,22.44,26.28
23,999,20.44,23.85
25,999,101.47,127.74
25,999,100.35,125.98
26,999,134.69,167.24
26,999,131.51,167.24
27,999,41.25,49.27
28,999,179.6,213.39
28,999,179.6,213.39
29,999,455.29,552.11
32,999,60.28,74.46
32,999,61.23,73.72
33,999,39.95,46.74
34,999,36.19,46.23
34,999,35.28,42.96
35,999,45.25,57.79
36,999,41.29,51.5
36,999,39.45,52.01
36,999,39.95,52.01
38,999,26.64,34.67
39,999,31.02,40.45
39,999,31.15,40.03
39,999,30.26,40.45
40,999,40.33,46.95
40,999,40.19,46.79
40,999,39.45,50.18
41,999,40.19,47.45
41,999,39.68,47.45
43,999,39.63,47.45
43,999,40.96,47.45
44,999,40.19,46.79
44,999,39.68,47.45
45,999,41.49,47.45
45,999,40.96,47.45
46,999,20.39,25.18
46,999,20.17,24.83
47,999,25.9,30.08
113,999,21.21,23.78
113,999,20.26,23.78
114,999,17.05,22.41
114,999,17.3,19.64
115,999,8.19,9.17
115,999,8.19,9.3
115,999,7.92,9.3
115,999,8.03,9.17
116,999,10.35,12.4
116,999,10.85,14.35
116,999,10.24,12.4
117,999,8.07,10.61
118,999,6.9,8.26
118,999,445.92,552.11
118,999,451.64,552.11
118,999,7.23,8.18
119,999,6.31,7.23
119,999,6.21,8.37
119,999,6.44,7.13
120,999,6.41,9
120,999,6.13,9
125,999,13.98,16.61
125,999,14.02,16.84
126,999,26.24,30.12
126,999,25.75,30.12
127,999,31.92,38.14
127,999,35.56,38.14
127,999,982.69,1282.7
129,999,174.33,201.76
129,999,175.74,201.76
129,999,164.68,201.76
130,999,81.22,123.72
130,999,78.18,93.1
133,999,27.48,42.46
133,999,28.06,42.46
13,999,786.82,1205.99
13,999,797.91,1205.99
13,999,789.13,1205.99
14,999,862.8,1124.52
14,999,898.01,1257.35
14,999,882.04,1124.52
15,999,862.8,999.99
15,999,862.8,1013.99
15,999,935.19,1003.99
15,999,922.27,999.99
15,999,921.48,1003.49
15,999,853.31,999.99
15,999,902.34,1002.99
17,999,961.67,1516.93
17,999,975.22,1495.99
17,999,987.82,1516.93
17,999,964.49,1516.93
17,999,981.86,1501.23
17,999,976.96,1495.99
17,999,964.49,1495.99
18,999,1154.83,1655.65
18,999,1154.83,1655.65
18,999,1136.52,1726.83
18,999,1272.43,1448.04
18,999,1145.2,1463.19
18,999,1249.93,1463.19
18,999,1139.86,1726.83
18,999,1109.3,1442.99
18,999,1161.36,1463.19
18,999,1109.3,1442.99
18,999,1109.3,1442.99
18,999,1124.02,1726.83
18,999,1154.58,1702.99
19,999,50.28,61.22
19,999,50.28,61.22
19,999,48.95,62.08
19,999,50.28,62.08
19,999,51.58,61.43
19,999,49.73,61.22
19,999,48.41,62.08
20,999,548.5,602.09
21,999,776.52,1052.99
21,999,776.52,1052.99
21,999,819.52,1067.73
21,999,819.52,1052.99
21,999,815.27,1057.2
21,999,793.84,1052.99
22,999,21.87,26.29
22,999,22.75,26.19
22,999,23.47,26.28
22,999,22.75,26.19
22,999,23.37,26.29
22,999,22.01,26.19
22,999,21.33,26.19
23,999,19.49,24.08
23,999,19.49,23.75
23,999,19.75,24.08
23,999,19.49,23.75
23,999,19.85,23.83
23,999,20.44,23.85
23,999,19.9,23.75
23,999,20.17,24.08
23,999,19.9,24.08
23,999,19.53,24.08
23,999,19.53,23.75
24,999,41.3,49.34
24,999,41.3,48.66
24,999,41.63,49.34
24,999,41.06,49.34
24,999,42.93,48.83
24,999,42.17,48.66
24,999,39.77,48.66
24,999,39.77,48.66
24,999,39.77,49.34
24,999,40.84,48.66
25,999,100.17,127.74
25,999,100.17,127.74
25,999,103.6,127.74
25,999,102.27,125.98
25,999,99.07,127.74
25,999,99.07,125.98
25,999,99.07,125.98
26,999,132.98,169.58
26,999,134.69,167.24
26,999,135.37,167.83
26,999,136.59,167.91
26,999,135.77,169.58
26,999,131.51,167.24
26,999,135.61,167.83
26,999,131.51,167.24
26,999,131.51,167.24
27,999,39.88,48.59
27,999,39.88,48.59
27,999,41.25,49.27
27,999,40.72,48.59
27,999,40.72,48.59
27,999,39.95,49.27
27,999,39.95,48.59
28,999,179.6,216.38
28,999,179.6,213.39
29,999,451.64,552.11
29,999,431.39,552.11
29,999,451.64,552.11
29,999,455.29,552.11
29,999,469.43,546.4
29,999,446.67,544.49
30,999,9.15,10.79
30,999,8.75,10.94
30,999,8.91,10.83
31,999,7.97,9.85
31,999,8.07,9.85
31,999,8.07,9.71
31,999,8.24,9.71
31,999,8.13,9.71
31,999,7.79,9.85
31,999,7.98,9.71
31,999,7.98,9.71
31,999,8.1,9.75
31,999,7.79,9.85
31,999,7.98,9.85
31,999,7.98,9.71
32,999,61.55,74.46
32,999,59.62,74.46
33,999,40.4,46.74
33,999,40.6,46.9
33,999,40.72,47.39
33,999,40.72,47.39
33,999,39.95,47.39
33,999,39.45,47.39
33,999,40.15,46.9
34,999,35.45,45.59
34,999,35.7,46.23
34,999,37.17,45.77
34,999,35.28,43.56
34,999,35.06,46.23
34,999,35.73,43.56
35,999,44.89,57.79
35,999,44.89,57.79
35,999,43.13,54.45
35,999,44.89,57.79
35,999,47.07,53.7
35,999,44.89,56.99
35,999,44.4,57.16
35,999,45.25,56.99
35,999,44.74,53.86
35,999,44.04,54.45
35,999,44.4,56.99
35,999,42.66,54.45
35,999,42.66,53.7
35,999,43.84,57.79
35,999,44.65,54.45
35,999,44.1,54.45
35,999,44.1,53.7
35,999,44.65,53.7
35,999,42.66,53.7
36,999,39.88,52.01
36,999,39.88,52.01
36,999,40.96,51.5
36,999,41.82,51.5
36,999,40.72,52.01
36,999,40.68,51.47
36,999,38.39,49.01
36,999,40.19,49.01
36,999,39.68,49.01
36,999,39.45,52.01
36,999,39.45,52.01
36,999,39.45,51.29
36,999,39.95,52.01
36,999,39.95,51.29
36,999,40.19,49.01
36,999,38.91,52.01
37,999,48.75,63.57
37,999,47.44,59.08
37,999,51.78,59.91
37,999,47.44,59.91
37,999,49.77,63.57
37,999,49.77,63.57
37,999,49.09,63.57
37,999,49.08,62.91
37,999,47.77,59.29
37,999,48.49,59.08
37,999,46.92,59.91
37,999,48.21,63.57
38,999,27.31,34.33
38,999,26.29,34.67
38,999,26.45,32.67
38,999,25.93,34.67
38,999,25.59,32.67
39,999,31.43,40.45
39,999,31.02,40.45
39,999,32.09,40.45
39,999,32.09,40.45
39,999,31.08,40.45
39,999,30.26,40.45
39,999,29.86,38.12
40,999,40.64,47.45
40,999,39.88,50.18
40,999,40.12,47.45
40,999,41.25,49.49
40,999,42.24,46.95
40,999,40.72,50.18
40,999,40.19,47.45
40,999,38.39,47.45
40,999,39.95,50.18
40,999,40.39,46.95
40,999,38.39,46.79
40,999,39.95,50.18
40,999,39.68,47.45
40,999,40.19,47.45
41,999,40.64,47.45
41,999,40.12,47.45
41,999,38.81,46.79
41,999,38.81,47.45
41,999,40.96,47.45
41,999,39.63,47.45
41,999,40.33,46.95
41,999,39.68,47.45
41,999,39.68,47.45
41,999,40.19,46.79
42,999,40.64,47.45
42,999,40.12,46.79
42,999,40.19,46.98
42,999,41.49,47.45
42,999,41.7,46.95
42,999,38.39,46.79
43,999,38.81,46.79
43,999,40.19,46.98
43,999,39.63,46.79
43,999,42.24,46.95
43,999,39.63,46.79
43,999,39.68,46.79
44,999,41.49,47.45
44,999,39.63,47.45
44,999,38.39,47.45
45,999,40.64,47.45
45,999,40.12,47.45
45,999,40.12,47.45
45,999,40.84,46.95
45,999,40.64,46.79
45,999,38.81,47.45
45,999,41.49,46.79
45,999,40.96,47.45
45,999,40.76,46.98
45,999,40.39,46.95
45,999,38.39,46.79
45,999,40.19,47.45
46,999,20.66,24.83
46,999,20.39,24.83
46,999,21.2,24.92
46,999,20.17,25.18
46,999,20.17,25.18
46,999,20.43,24.83
46,999,20.17,24.83
47,999,25.85,30.81
47,999,25.02,29.47
47,999,26.19,30.08
47,999,26.87,30.49
47,999,26.39,30.81
47,999,26.74,30.5
47,999,25.9,30.08
47,999,25.9,30.08
47,999,25.9,30.5
48,999,10.77,12.95
48,999,10.85,12.95
48,999,10.65,13.13
48,999,10.52,13.13
113,999,20.39,27.51
113,999,20.39,27.51
113,999,20.66,27.51
113,999,19.84,23.78
113,999,20.5,23.78
113,999,19.84,23.45
113,999,21.21,23.45
113,999,20.93,23.45
113,999,20.82,27.51
113,999,20.54,23.78
113,999,20.54,23.78
113,999,20.17,27.51
113,999,19.63,23.78
113,999,20.54,23.78
113,999,19.63,23.78
114,999,16.39,19.64
114,999,16.39,19.64
114,999,17.3,19.37
114,999,17.51,19.37
114,999,17.3,19.37
114,999,17.19,22.41
114,999,16.65,22.41
114,999,16.96,19.37
114,999,16.76,19.64
114,999,16.2,19.64
114,999,16.43,19.45
115,999,8.02,9.17
115,999,7.92,9.17
115,999,7.92,9.3
115,999,8.19,9.17
115,999,8.13,10.76
115,999,8.13,10.76
115,999,8.12,10.65
115,999,7.67,9.3
115,999,7.93,9.17
116,999,10.35,12.23
116,999,10.35,12.4
116,999,10.35,12.23
116,999,10.63,14.15
116,999,10.85,14.35
116,999,10.85,14.35
116,999,11,14.35
116,999,10.71,12.4
116,999,10.65,14.15
116,999,10.65,14.15
116,999,10.52,14.35
116,999,10.65,14.35
116,999,10.52,14.35
116,999,10.65,14.35
116,999,10.24,12.23
117,999,8.02,9.17
117,999,8.02,9.3
117,999,7.97,10.76
117,999,8.07,10.61
117,999,7.92,9.3
117,999,8.29,9.17
117,999,7.92,9.17
117,999,7.92,9.17
117,999,7.92,9.3
117,999,8.03,9.3
117,999,7.88,10.76
118,999,7.21,8.15
118,999,7.21,8.15
118,999,6.9,8.15
118,999,7.21,8.26
118,999,7.21,8.26
118,999,7.12,8.15
118,999,7.37,8.26
118,999,7.37,8.15
118,999,461.13,552.11
118,999,7.04,8.15
118,999,6.94,8.18
118,999,441.02,552.11
118,999,7.04,8.26
118,999,426.65,552.11
118,999,7.27,8.18
118,999,7.04,8.15
118,999,441.02,544.49
118,999,6.94,8.18
119,999,6.31,7.13
119,999,6.21,8.37
119,999,6.03,7.23
119,999,6.31,7.23
119,999,6.03,7.13
119,999,6.28,8.25
119,999,6.21,8.25
119,999,6.34,8.37
119,999,6.41,8.37
119,999,5.96,7.23
119,999,6.13,8.25
119,999,6.36,7.15
120,999,6.28,9
120,999,6.21,9
120,999,6.21,8.88
120,999,6.21,9
120,999,6.41,9
120,999,6.34,9
120,999,6.41,9
123,999,44.33,64.38
123,999,45.83,63.49
123,999,45.83,64.38
123,999,44.4,63.49
125,999,14.45,16.36
125,999,14.27,16.59
125,999,14.17,16.84
125,999,13.8,16.59
125,999,14.36,16.61
125,999,14.17,16.61
125,999,13.8,16.36
125,999,14.73,16.67
125,999,14.34,16.42
125,999,14.2,16.61
125,999,14.02,16.84
125,999,13.64,16.59
125,999,14.02,16.61
126,999,26.04,30.54
126,999,26.19,30.08
126,999,25.7,30.54
126,999,26.04,30.12
126,999,25.02,30.08
126,999,26.24,30.54
126,999,26.24,30.54
126,999,26.24,30.12
126,999,26.94,30.24
126,999,25.52,30.23
126,999,24.74,30.08
126,999,25.75,30.54
126,999,24.74,29.66
126,999,25.9,29.66
126,999,25.07,30.54
127,999,949.08,1264.99
127,999,33.41,38.14
127,999,32.8,50.68
127,999,32.59,38.14
127,999,969.01,1282.7
127,999,33.91,51.39
127,999,33.91,51.39
127,999,33.05,38.67
127,999,31.57,38.67
128,999,24.97,29.26
128,999,25.14,38.35
128,999,25.75,28.96
128,999,25.75,28.96
128,999,25.34,38.89
128,999,24.66,29.26
128,999,25.34,38.35
128,999,26.29,28.96
128,999,24.86,38.89
129,999,174.33,201.76
129,999,177.99,198.97
129,999,175.74,198.97
129,999,170.01,198.97
129,999,177.99,198.97
129,999,177.99,198.97
129,999,172.41,198.97
130,999,77.65,92.78
130,999,79.79,125.02
130,999,81.94,94.08
130,999,76.79,94.08
130,999,76.79,92.78
131,999,17.4,26.38
131,999,16.86,26.02
132,999,22.91,34.72
132,999,21.9,34.24
132,999,21.9,34.72
132,999,22.19,34.24
132,999,21.9,34.24
133,999,27.83,43.05
133,999,27.83,42.46
133,999,28.41,42.46
133,999,27.18,43.05
140,999,27.15,41.67
140,999,26.29,41.67
140,999,26.64,41.67
140,999,26.77,41.23
146,999,10.82,16.49
146,999,10.52,16.66
146,999,10.7,16.49
148,999,18.62,29.16
148,999,19.25,28.76
148,999,18.41,28.76
18,999,1210.75,1370.84
22,999,23.08,26.29
43,999,40.19,46.79
116,999,10.24,12.23
118,999,448.38,546.4
14,999,916.88,1257.35
14,999,910.58,1108.99
14,999,864.62,1257.35
14,999,893.36,1124.52
15,999,903.29,1013.99
15,999,874.88,1003.99
15,999,880.92,1013.99
18,999,1169.71,1655.65
18,999,1198.95,1463.19
18,999,1154.58,1726.83
18,999,1154.58,1702.99
21,999,819.52,1067.73
22,999,22.29,26.56
22,999,22.58,26.56
22,999,22.04,26.19
23,999,19.75,24.08
23,999,19.9,24.08
24,999,41.34,48.85
24,999,42.17,49.34
24,999,40.84,49.34
25,999,100.17,125.98
25,999,100.17,127.74
25,999,101.76,126.48
25,999,99.07,127.74
26,999,136.84,167.74
26,999,140,167.83
26,999,131.51,167.24
27,999,40.4,49.27
27,999,39.95,48.59
28,999,184.29,214.14
29,999,441.02,552.11
30,999,9.01,10.83
31,999,7.97,9.85
31,999,8.07,9.71
33,999,40.4,46.74
34,999,35.45,46.23
34,999,35.73,43.56
35,999,43.23,57.79
36,999,40.4,52.01
36,999,39.88,52.01
36,999,39.68,49.01
36,999,40.52,51.5
37,999,48.08,63.57
37,999,48.44,59.91
37,999,48.21,62.69
38,999,26.59,34.19
38,999,27.36,34.29
38,999,27.88,34.33
38,999,26.45,32.22
39,999,31.15,40.03
39,999,30.26,39.89
40,999,39.88,50.18
41,999,40.64,47.45
41,999,40.12,47.45
42,999,40.64,47.45
43,999,38.81,46.79
43,999,40.39,46.95
44,999,40.64,47.45
44,999,40.96,46.79
44,999,40.82,46.93
45,999,40.12,46.79
45,999,39.63,46.79
46,999,20.43,24.83
46,999,20.43,25.18
47,999,25.57,30.81
47,999,25.57,30.38
47,999,25.19,29.58
48,999,10.77,12.95
48,999,10.52,12.95
113,999,19.84,23.45
113,999,20.43,27.51
114,999,16.2,19.64
114,999,16.5,19.44
115,999,8.12,9.3
115,999,8.12,9.3
116,999,10.7,12.4
116,999,10.77,14.15
116,999,10.7,12.4
116,999,11,14.35
116,999,10.52,14.15
117,999,7.67,9.17
117,999,7.67,9.3
118,999,462.56,546.12
118,999,426.65,544.49
119,999,6.03,7.13
119,999,6.37,7.23
119,999,5.96,7.23
119,999,6.21,8.37
120,999,6.28,9
120,999,6.13,9
125,999,14.76,16.59
125,999,14.56,16.36
125,999,13.64,16.36
126,999,25.7,30.12
126,999,25.41,30.24
127,999,33.49,50.68
128,999,24.15,29.26
128,999,25.27,38.48
129,999,174.33,198.97
129,999,177.99,198.97
130,999,79.28,92.78
132,999,22.61,34.24
146,999,11,16.66
146,999,11,16.66
146,999,10.65,16.43
14,999,886.57,1239.99
14,999,862.8,1124.52
14,999,862.8,1124.52
14,999,935.19,1113.43
14,999,876.82,1257.35
14,999,888.14,1239.99
14,999,892.6,1244.33
14,999,892.6,1244.33
15,999,903.29,1013.99
15,999,903.29,1013.99
15,999,891.85,999.99
15,999,891.85,999.99
15,999,922.27,999.99
15,999,910.58,999.99
15,999,880.92,999.99
15,999,922.27,999.99
15,999,853.31,1013.99
15,999,888.14,999.99
15,999,853.31,999.99
15,999,882.04,1013.99
15,999,882.04,1013.99
15,999,876.82,999.99
15,999,876.82,999.99
15,999,876.82,999.99
17,999,995.71,1495.99
17,999,995.71,1495.99
17,999,976.96,1516.93
18,999,1224.22,1463.19
18,999,1179.08,1655.65
18,999,1179.08,1632.79
18,999,1145.2,1442.99
18,999,1194.28,1632.79
18,999,1194.28,1655.65
18,999,1176.74,1702.99
18,999,1160.38,1708.95
19,999,50.28,61.22
19,999,49.64,62.08
19,999,50.67,62.08
19,999,49.09,61.22
19,999,49.09,61.22
20,999,532.88,599.99
20,999,532.88,599.99
21,999,817.12,1056.68
21,999,817.12,1056.68
21,999,834.28,1056.68
21,999,818.5,1056.68
22,999,21.56,26.56
22,999,22.29,26.56
22,999,22.29,26.56
22,999,22.29,26.19
22,999,21.56,26.19
22,999,22.29,26.19
22,999,22.75,26.19
22,999,22.01,26.56
22,999,22.01,26.19
22,999,22.01,26.56
22,999,23.06,26.56
22,999,22.75,26.56
22,999,22.36,26.29
22,999,21.33,26.56
22,999,22.04,26.56
23,999,19.75,24.08
23,999,19.49,23.75
23,999,19.75,23.75
23,999,19.9,23.75
23,999,20.17,24.08
23,999,19.53,24.08
23,999,19.53,24.08
24,999,41.3,49.34
24,999,41.3,49.34
24,999,40.77,49.34
24,999,40.77,49.34
24,999,41.3,49.34
24,999,40.21,49.34
24,999,42.17,49.34
24,999,41.63,48.85
24,999,41.63,49.34
24,999,42.17,49.34
24,999,42.17,48.66
24,999,41.79,48.83
24,999,40.32,49.34
24,999,39.77,49.34
24,999,41.59,48.83
24,999,39.77,48.66
24,999,40.84,49.34
24,999,40.32,49.34
24,999,39.77,49.34
24,999,40.88,48.85
25,999,101.47,127.74
25,999,101.47,125.98
25,999,100.17,125.98
25,999,103.31,126.42
25,999,101.47,127.74
25,999,103.6,127.74
25,999,99.07,125.98
25,999,99.07,125.98
26,999,132.98,169.58
26,999,135.37,167.83
26,999,134.69,169.58
26,999,132.98,169.58
26,999,132.98,167.24
26,999,132.98,169.58
26,999,137.52,169.58
26,999,135.77,167.24
27,999,39.88,48.59
27,999,40.72,48.59
27,999,39.95,49.27
28,999,179.6,213.39
28,999,183.37,216.38
28,999,183.37,216.38
28,999,183.37,213.39
28,999,181.03,213.39
28,999,183.37,216.38
28,999,175.36,213.39
29,999,451.64,552.11
29,999,451.64,544.49
29,999,431.39,544.49
29,999,431.39,552.11
29,999,445.92,552.11
29,999,461.13,552.11
29,999,461.13,552.11
29,999,461.66,546.67
29,999,440.45,552.11
29,999,441.02,552.11
29,999,452.93,546.67
29,999,447.19,546.67
29,999,441.02,544.49
29,999,446.67,544.49
29,999,441.02,552.11
29,999,441.02,552.11
30,999,8.86,10.94
30,999,8.86,10.94
30,999,9.15,10.79
30,999,8.75,10.79
30,999,8.75,10.79
31,999,8.07,9.85
31,999,7.97,9.71
31,999,8,9.74
31,999,8.07,9.85
31,999,7.97,9.85
31,999,8.24,9.71
31,999,7.98,9.71
31,999,8.07,9.94
31,999,7.93,9.76
31,999,7.96,9.8
31,999,7.88,9.85
31,999,7.96,9.8
32,999,61.91,73.72
32,999,60.28,73.43
32,999,61.55,74.46
32,999,60.69,73.69
33,999,39.88,47.39
33,999,40.4,46.74
33,999,39.88,46.74
34,999,36.66,46.23
34,999,36.19,46.23
34,999,34.57,45.59
34,999,34.57,45.59
35,999,44.33,56.99
35,999,45.97,53.89
35,999,44.33,57.79
35,999,45.15,54.45
35,999,44.89,56.99
35,999,44.33,57.79
35,999,45.83,56.99
35,999,48.06,54.45
35,999,48.06,54.45
35,999,42.66,53.7
35,999,42.66,54.45
35,999,43.84,57.79
35,999,44.4,57.79
35,999,43.23,57.79
35,999,42.66,54.45
36,999,40.96,51.5
36,999,39.88,52.01
36,999,41.05,51.44
36,999,41.05,51.44
36,999,40.96,51.5
36,999,41.29,51.5
36,999,40.72,52.01
36,999,41.82,51.5
36,999,39.95,51.29
36,999,39.45,52.01
36,999,38.39,49.01
36,999,38.39,49.01
36,999,39.68,49.01
36,999,39.68,49.01
36,999,38.91,51.29
37,999,48.75,63.57
37,999,49.68,59.08
37,999,48.76,62.94
37,999,53.81,59.29
37,999,50.66,62.91
37,999,49.32,59.29
37,999,50.72,59.91
37,999,50.72,59.91
37,999,50.42,62.69
37,999,49.77,63.57
37,999,48.84,62.69
37,999,49.13,59.08
37,999,49.13,59.08
37,999,48.49,59.91
37,999,48.84,62.69
37,999,48.21,62.69
37,999,47.55,63.57
37,999,46.92,59.91
38,999,26.59,34.67
38,999,26.59,34.67
38,999,26.93,34.67
38,999,27.15,34.19
38,999,27.15,34.19
38,999,26.29,34.67
38,999,25.59,32.67
38,999,27.27,32.33
38,999,26.45,32.22
38,999,26.64,34.67
38,999,26.77,34.31
38,999,26,32.32
39,999,31.02,40.45
39,999,31.43,40.45
39,999,31.02,40.45
39,999,32.09,39.89
39,999,32.54,40.05
39,999,31.67,40.45
39,999,30.68,39.89
39,999,30.68,39.89
39,999,31.08,40.45
39,999,30.68,40.45
39,999,29.86,38.12
39,999,31.08,39.89
40,999,40.4,49.49
40,999,38.81,47.45
40,999,40.12,46.79
40,999,39.68,47.45
40,999,39.07,46.95
40,999,39.95,49.49
40,999,40.19,46.79
40,999,38.39,46.79
41,999,40.64,46.79
41,999,41.49,46.79
41,999,40.33,46.95
41,999,39.68,47.45
41,999,40.19,47.45
41,999,39.68,47.45
41,999,38.39,46.79
42,999,40.64,47.45
42,999,40.64,46.79
42,999,38.81,46.79
42,999,40.64,46.79
42,999,40.96,47.45
42,999,41.49,47.45
42,999,40.33,46.95
42,999,40.96,46.79
42,999,40.19,46.79
43,999,40.64,46.79
43,999,38.94,46.98
44,999,40.12,47.45
44,999,38.81,46.79
44,999,38.81,47.45
44,999,40.12,47.45
44,999,40.96,47.45
44,999,40.96,46.79
44,999,40.33,46.95
44,999,39.63,47.45
44,999,39.68,47.45
44,999,38.94,46.98
44,999,38.94,46.98
44,999,39.68,46.79
45,999,41.21,46.98
45,999,40.12,47.45
45,999,40.64,47.45
45,999,40.12,47.45
45,999,40.12,46.79
45,999,40.96,47.45
45,999,40.33,46.95
45,999,38.39,47.45
45,999,40.19,47.45
46,999,20.66,24.83
46,999,20.66,24.83
46,999,20.39,25.18
46,999,20.39,25.18
46,999,20.1,25.18
46,999,20.82,25.18
46,999,20.82,24.93
46,999,20.43,24.83
46,999,20.43,24.83
47,999,25.02,29.47
47,999,25.85,30.81
47,999,26.19,30.08
47,999,26.39,30.38
47,999,25.55,29.89
47,999,25.55,29.47
47,999,24.74,29.47
47,999,26.04,30.49
48,999,10.63,13.13
48,999,10.85,12.95
48,999,11,13.13
48,999,10.85,12.95
113,999,20.66,27.51
113,999,20.39,27.51
113,999,20.77,23.78
113,999,20.93,23.45
113,999,20.26,23.78
113,999,20.26,23.78
113,999,21.2,27.22
113,999,20.17,27.13
113,999,20.17,27.51
114,999,16.39,19.64
114,999,17.15,19.37
114,999,16.39,19.64
114,999,16.39,19.64
114,999,17.51,19.64
114,999,16.73,19.64
114,999,17.51,19.64
114,999,17.19,22.72
114,999,16.96,19.64
114,999,16.86,22.41
114,999,16.65,22.72
114,999,16.76,19.37
115,999,7.75,9.3
115,999,8.02,9.17
115,999,7.75,9.3
115,999,8.02,9.3
115,999,7.75,9.17
115,999,8.29,9.3
115,999,7.92,9.17
115,999,8.13,10.76
115,999,7.92,9.3
115,999,8.29,9.3
115,999,8.24,10.76
